Date and time,Mode,Distance,Duration,Price
2022-10-08 14:30,Bus,4.9,0.22,1.0
2022-02-05 13:21,Bus,3.6,0.12,1.0
2022-12-04 08:25,Bus,3.7,0.17,1.0
2022-05-21 16:36,Bus,4.5,0.14,1.0
2022-09-12 09:30,Bus,7.7,0.27,1.0
2022-06-22 19:14,Bus,4.0,0.13,1.0
2022-03-21 20:46,Bus,2.9,0.11,1.0
2022-09-14 12:02,Bus,1.9,0.07,1.0
2022-01-13 07:05,Bus,2.2,0.12,1.0
2022-05-11 21:00,Bus,4.7,0.18,1.0
2022-10-18 23:38,Bus,5.0,0.2,1.0
2022-11-19 11:05,Bus,6.8,0.34,1.0
2022-04-27 07:08,Bus,3.7,0.12,1.0
2022-08-11 10:28,Bus,4.3,0.16,1.0
2022-05-24 21:32,Bus,3.7,0.11,1.0
2022-09-23 21:56,Bus,6.0,0.25,1.0
2022-09-12 18:08,Bus,3.5,0.1,1.0
2022-05-16 21:22,Bus,2.9,0.09,1.0
2022-05-30 15:04,Bus,1.9,0.09,1.0
2022-04-04 08:06,Bus,3.2,0.18,1.0
2022-01-23 14:38,Bus,2.7,0.09,1.0
2022-08-03 20:19,Bus,5.0,0.16,1.0
2022-01-31 20:27,Bus,1.4,0.05,1.0
2022-11-03 10:09,Bus,4.3,0.13,1.0
2022-01-04 19:06,Bus,7.8,0.26,1.0
2022-02-11 19:42,Bus,6.2,0.24,1.0
2022-01-06 20:31,Bus,2.0,0.08,1.0
2022-10-05 14:02,Bus,2.8,0.12,1.0
2022-06-02 13:26,Bus,7.4,0.33,1.0
2022-01-12 14:03,Bus,4.2,0.16,1.0
2022-01-03 17:24,Bus,4.1,0.21,1.0
2022-11-18 22:44,Bus,5.2,0.22,1.0
2022-09-09 20:34,Bus,5.7,0.4,1.0
2022-04-29 19:24,Bus,9.2,0.37,1.0
2022-09-23 18:10,Bus,8.3,0.29,1.0
2022-01-22 11:36,Bus,7.0,0.24,1.0
2022-06-22 15:22,Bus,2.6,0.1,1.0
2022-08-23 09:46,Bus,2.2,0.07,1.0
2022-09-14 10:05,Bus,1.6,0.05,1.0
2022-03-29 09:24,Bus,9.4,0.43,1.0
2022-01-03 21:27,Bus,1.4,0.09,1.0
2022-10-16 17:08,Bus,2.3,0.11,1.0
2022-10-11 22:05,Bus,2.0,0.07,1.0
2022-03-02 15:50,Bus,4.1,0.14,1.0
2022-03-11 06:29,Bus,2.1,0.08,1.0
2022-03-31 20:07,Bus,7.6,0.25,1.0
2022-09-17 11:07,Bus,3.6,0.15,1.0
2022-02-01 15:58,Bus,5.3,0.25,1.0
2022-04-07 18:31,Bus,4.6,0.16,1.0
2022-05-16 19:30,Bus,8.5,0.4,1.0
2022-06-08 18:47,Bus,4.1,0.14,1.0
2022-01-28 08:50,Bus,3.8,0.2,1.0
2022-02-01 15:55,Bus,2.6,0.11,1.0
2022-07-06 19:46,Bus,2.2,0.08,1.0
2022-08-27 21:59,Bus,3.2,0.11,1.0
2022-06-16 21:12,Bus,2.2,0.08,1.0
2022-08-21 19:59,Bus,1.4,0.06,1.0
2022-02-20 11:04,Bus,7.0,0.35,1.0
2022-02-22 09:31,Bus,1.5,0.07,1.0
2022-12-31 13:28,Bus,3.9,0.16,1.0
2022-07-04 11:54,Bus,1.9,0.09,1.0
2022-12-23 15:24,Bus,2.6,0.11,1.0
2022-03-31 16:39,Bus,4.8,0.27,1.0
2022-09-15 18:02,Bus,9.8,0.42,1.0
2022-05-30 17:51,Bus,4.4,0.18,1.0
2022-04-04 20:32,Bus,2.0,0.07,1.0
2022-12-02 22:40,Bus,6.5,0.27,1.0
2022-11-08 16:33,Bus,5.4,0.25,1.0
2022-05-24 13:14,Bus,3.4,0.12,1.0
2022-10-12 20:48,Bus,5.4,0.17,1.0
2022-11-04 18:44,Bus,5.0,0.26,1.0
2022-03-02 09:00,Bus,8.3,0.5,1.0
2022-03-19 13:39,Bus,2.7,0.11,1.0
2022-07-21 07:06,Bus,0.7,0.03,1.0
2022-11-04 10:39,Bus,1.9,0.1,1.0
2022-10-03 17:01,Bus,3.7,0.15,1.0
2022-01-22 15:17,Bus,4.7,0.15,1.0
2022-12-20 15:48,Bus,3.5,0.1,1.0
2022-06-26 10:58,Bus,8.2,0.4,1.0
2022-10-01 16:40,Bus,2.3,0.07,1.0
2022-11-08 07:27,Bus,1.2,0.07,1.0
2022-03-09 20:37,Bus,8.4,0.33,1.0
2022-02-01 08:19,Bus,2.0,0.1,1.0
2022-02-20 10:57,Bus,1.4,0.05,1.0
2022-12-30 07:02,Bus,0.7,0.02,1.0
2022-10-20 17:28,Bus,6.5,0.27,1.0
2022-02-24 08:52,Bus,3.8,0.15,1.0
2022-04-09 20:38,Bus,10.5,0.42,1.0
2022-08-10 19:08,Bus,1.4,0.05,1.0
2022-03-27 21:03,Bus,10.6,0.46,1.0
2022-06-18 21:45,Bus,4.7,0.18,1.0
2022-05-01 06:10,Bus,1.7,0.07,1.0
2022-09-02 08:10,Bus,7.6,0.43,1.0
2022-04-06 22:22,Bus,5.1,0.19,1.0
2022-09-29 07:06,Bus,2.1,0.08,1.0
2022-09-17 10:37,Bus,2.7,0.1,1.0
2022-10-01 12:55,Bus,3.8,0.16,1.0
2022-04-20 18:07,Bus,6.5,0.23,1.0
2022-10-22 14:12,Bus,3.2,0.13,1.0
2022-12-02 11:37,Bus,3.4,0.13,1.0
2022-06-04 22:58,Bus,4.2,0.14,1.0
2022-05-17 08:33,Bus,3.7,0.14,1.0
2022-11-12 12:39,Bus,1.1,0.05,1.0
2022-08-12 21:48,Bus,2.5,0.13,1.0
2022-05-23 19:08,Bus,1.9,0.06,1.0
2022-04-27 19:57,Bus,2.1,0.07,1.0
2022-11-24 08:34,Bus,3.1,0.15,1.0
2022-11-21 18:18,Bus,4.2,0.11,1.0
2022-07-11 11:55,Bus,0.9,0.04,1.0
2022-03-04 13:04,Bus,1.4,0.05,1.0
2022-02-15 17:31,Bus,7.0,0.26,1.0
2022-01-12 19:37,Bus,1.4,0.07,1.0
2022-03-19 17:54,Bus,1.8,0.1,1.0
2022-03-12 15:05,Bus,4.8,0.18,1.0
2022-05-02 15:07,Bus,1.2,0.06,1.0
2022-07-02 20:41,Bus,2.8,0.1,1.0
2022-02-27 08:04,Bus,11.6,0.53,1.0
2022-02-19 19:40,Bus,1.8,0.09,1.0
2022-07-03 11:09,Bus,1.5,0.06,1.0
2022-03-15 16:18,Bus,5.2,0.2,1.0
2022-07-09 15:50,Bus,4.4,0.19,1.0
2022-12-20 15:32,Bus,3.1,0.11,1.0
2022-12-25 10:07,Bus,5.7,0.37,1.0
2022-12-07 08:40,Bus,2.6,0.1,1.0
2022-02-11 10:49,Bus,1.9,0.07,1.0
2022-04-23 21:05,Bus,4.9,0.18,1.0
2022-05-24 16:41,Bus,2.6,0.11,1.0
2022-09-18 21:44,Bus,4.7,0.18,1.0
2022-12-02 12:42,Bus,4.5,0.14,1.0
2022-07-18 09:39,Bus,7.0,0.26,1.0
2022-11-01 16:30,Bus,8.1,0.39,1.0
2022-05-16 13:46,Bus,2.4,0.08,1.0
2022-06-27 07:59,Bus,4.8,0.29,1.0
2022-01-27 18:11,Bus,3.9,0.13,1.0
2022-05-22 11:28,Bus,5.3,0.19,1.0
2022-08-11 08:21,Bus,2.1,0.11,1.0
2022-06-12 14:22,Bus,6.3,0.25,1.0
2022-03-18 19:50,Bus,2.4,0.07,1.0
2022-03-14 17:01,Bus,1.2,0.05,1.0
2022-09-07 08:32,Bus,6.4,0.33,1.0
2022-10-15 21:44,Bus,2.7,0.13,1.0
2022-08-26 17:58,Bus,3.4,0.12,1.0
2022-07-26 19:45,Bus,1.5,0.07,1.0
2022-12-24 21:02,Bus,2.8,0.1,1.0
2022-12-04 11:37,Bus,3.6,0.14,1.0
2022-10-17 15:27,Bus,2.7,0.1,1.0
2022-03-10 14:24,Bus,3.1,0.1,1.0
2022-03-14 21:51,Bus,2.2,0.08,1.0
2022-01-29 20:28,Bus,3.0,0.1,1.0
2022-05-27 11:12,Bus,4.0,0.17,1.0
2022-09-30 16:25,Bus,1.3,0.09,1.0
2022-12-23 08:12,Bus,3.2,0.14,1.0
2022-05-13 21:49,Bus,7.4,0.25,1.0
2022-07-28 08:58,Bus,9.2,0.39,1.0
2022-08-10 16:18,Bus,2.7,0.1,1.0
2022-01-01 21:43,Bus,0.7,0.03,1.0
2022-12-03 17:45,Bus,4.9,0.17,1.0
2022-04-06 09:22,Bus,9.9,0.37,1.0
2022-02-17 20:33,Bus,6.1,0.21,1.0
2022-12-19 19:01,Bus,1.0,0.04,1.0
2022-12-23 19:00,Bus,3.8,0.18,1.0
2022-08-19 17:37,Bus,5.9,0.27,1.0
2022-07-06 19:50,Bus,1.8,0.07,1.0
2022-05-17 13:15,Bus,2.0,0.07,1.0
2022-10-22 22:08,Bus,2.0,0.09,1.0
2022-10-11 12:28,Bus,7.7,0.33,1.0
2022-10-25 21:03,Bus,2.7,0.08,1.0
2022-06-14 21:17,Bus,2.9,0.11,1.0
2022-11-17 21:52,Bus,3.9,0.15,1.0
2022-03-06 13:16,Bus,9.4,0.39,1.0
2022-02-21 18:52,Bus,3.1,0.11,1.0
2022-08-03 22:05,Bus,5.5,0.22,1.0
2022-03-11 07:16,Bus,2.9,0.1,1.0
2022-04-18 20:30,Bus,2.2,0.09,1.0
2022-01-11 19:02,Bus,6.8,0.31,1.0
2022-09-30 09:10,Bus,1.8,0.07,1.0
2022-09-16 21:56,Bus,1.9,0.09,1.0
2022-03-15 08:27,Bus,1.6,0.09,1.0
2022-06-01 22:55,Bus,7.4,0.34,1.0
2022-02-11 21:28,Bus,2.2,0.07,1.0
2022-01-07 21:40,Bus,7.2,0.27,1.0
2022-07-24 15:17,Bus,3.6,0.14,1.0
2022-08-26 20:16,Bus,14.6,0.7,1.0
2022-01-14 17:52,Bus,4.6,0.18,1.0
2022-04-25 18:15,Bus,6.0,0.28,1.0
2022-07-06 18:41,Bus,3.3,0.11,1.0
2022-10-26 18:13,Bus,3.4,0.19,1.0
2022-01-02 08:36,Bus,1.4,0.05,1.0
2022-02-12 20:18,Bus,3.4,0.13,1.0
2022-06-10 14:45,Bus,3.7,0.15,1.0
2022-04-21 08:17,Bus,3.8,0.21,1.0
2022-07-25 16:13,Bus,4.7,0.2,1.0
2022-01-16 06:43,Bus,1.2,0.05,1.0
2022-05-24 10:27,Bus,5.2,0.26,1.0
2022-07-12 18:49,Bus,3.8,0.11,1.0
2022-09-12 08:54,Bus,8.0,0.62,1.0
2022-10-14 08:09,Bus,5.2,0.24,1.0
2022-12-14 19:37,Bus,3.4,0.13,1.0
2022-03-12 19:18,Bus,2.6,0.09,1.0
2022-06-25 13:33,Bus,6.0,0.22,1.0
2022-06-15 18:54,Bus,6.2,0.34,1.0
2022-04-30 17:45,Bus,3.3,0.14,1.0
2022-12-13 18:41,Bus,1.9,0.09,1.0
2022-05-05 14:59,Bus,19.8,0.91,1.0
2022-04-22 20:22,Bus,4.8,0.21,1.0
2022-09-30 07:06,Bus,2.3,0.1,1.0
2022-05-30 21:42,Bus,8.4,0.42,1.0
2022-02-19 23:09,Bus,9.4,0.37,1.0
2022-12-12 16:53,Bus,4.4,0.17,1.0
2022-04-25 21:53,Bus,2.3,0.1,1.0
2022-02-16 12:26,Bus,1.3,0.04,1.0
2022-05-28 18:52,Bus,10.0,0.37,1.0
2022-09-30 16:20,Bus,9.1,0.3,1.0
2022-11-21 20:37,Bus,5.3,0.26,1.0
2022-02-11 12:11,Bus,0.7,0.03,1.0
2022-07-11 18:16,Bus,4.8,0.15,1.0
2022-02-11 20:15,Bus,5.3,0.2,1.0
2022-09-24 19:52,Bus,7.5,0.27,1.0
2022-05-27 21:53,Bus,3.1,0.09,1.0
2022-11-22 21:52,Bus,3.8,0.13,1.0
2022-01-13 17:04,Bus,8.6,0.27,1.0
2022-01-25 17:47,Bus,0.8,0.05,1.0
2022-08-15 09:31,Bus,5.9,0.32,1.0
2022-05-26 15:55,Bus,5.8,0.25,1.0
2022-11-12 12:45,Bus,2.2,0.08,1.0
2022-01-30 14:38,Bus,4.9,0.19,1.0
2022-11-17 17:23,Bus,3.8,0.14,1.0
2022-01-18 09:48,Bus,7.5,0.43,1.0
2022-07-10 08:50,Bus,4.8,0.18,1.0
2022-07-05 20:47,Bus,9.6,0.38,1.0
2022-06-04 21:49,Bus,3.1,0.12,1.0
2022-11-17 16:05,Bus,3.2,0.11,1.0
2022-07-01 16:42,Bus,3.4,0.18,1.0
2022-12-23 18:13,Bus,3.3,0.17,1.0
2022-05-05 21:40,Bus,2.2,0.11,1.0
2022-01-07 21:47,Bus,2.0,0.07,1.0
2022-11-04 12:35,Bus,3.0,0.1,1.0
2022-04-10 08:20,Bus,1.5,0.07,1.0
2022-07-28 18:19,Bus,9.3,0.46,1.0
2022-02-25 18:42,Bus,1.0,0.04,1.0
2022-06-07 17:14,Bus,9.3,0.51,1.0
2022-06-25 17:22,Bus,3.1,0.11,1.0
2022-09-11 12:05,Bus,7.6,0.23,1.0
2022-03-03 10:22,Bus,4.8,0.26,1.0
2022-10-01 21:14,Bus,1.1,0.03,1.0
2022-12-10 10:09,Bus,4.3,0.16,1.0
2022-06-30 19:13,Bus,1.9,0.07,1.0
2022-04-27 07:56,Bus,7.5,0.43,1.0
2022-04-16 18:30,Bus,1.0,0.03,1.0
2022-03-08 14:58,Bus,9.6,0.33,1.0
2022-02-18 20:10,Bus,3.0,0.1,1.0
2022-12-22 18:50,Bus,4.0,0.13,1.0
2022-09-09 22:02,Bus,2.0,0.08,1.0
2022-12-21 14:29,Bus,7.3,0.38,1.0
2022-02-12 20:00,Bus,5.5,0.25,1.0
2022-08-23 06:52,Bus,2.5,0.13,1.0
2022-06-10 16:24,Bus,3.9,0.2,1.0
2022-12-20 17:31,Bus,1.0,0.04,1.0
2022-01-02 18:45,Bus,4.6,0.15,1.0
2022-01-07 22:50,Bus,2.1,0.07,1.0
2022-05-04 19:38,Bus,5.0,0.21,1.0
2022-10-07 19:22,Bus,9.9,0.37,1.0
2022-12-14 12:14,Bus,3.2,0.09,1.0
2022-06-17 20:49,Bus,3.9,0.16,1.0
2022-11-22 15:13,Bus,3.9,0.13,1.0
2022-03-16 13:43,Bus,3.2,0.11,1.0
2022-07-28 21:11,Bus,5.3,0.21,1.0
2022-02-02 07:32,Bus,4.7,0.25,1.0
2022-06-05 14:54,Bus,3.7,0.17,1.0
2022-06-07 17:19,Bus,1.0,0.05,1.0
2022-06-20 16:32,Bus,5.1,0.28,1.0
2022-08-06 21:11,Bus,7.2,0.28,1.0
2022-03-02 19:29,Bus,5.4,0.22,1.0
2022-02-16 21:27,Bus,2.9,0.12,1.0
2022-10-13 18:33,Bus,3.8,0.16,1.0
2022-02-01 10:36,Bus,4.2,0.17,1.0
2022-08-02 10:13,Bus,5.5,0.28,1.0
2022-04-20 18:02,Bus,11.1,0.45,1.0
2022-09-06 08:50,Bus,9.9,0.47,1.0
2022-02-21 11:47,Bus,1.7,0.06,1.0
2022-07-14 11:52,Bus,2.3,0.09,1.0
2022-01-31 19:33,Bus,8.0,0.28,1.0
2022-09-30 21:46,Bus,2.5,0.12,1.0
2022-01-12 09:59,Bus,1.9,0.06,1.0
2022-12-07 18:54,Bus,0.7,0.02,1.0
2022-12-17 15:05,Bus,2.8,0.09,1.0
2022-02-05 18:45,Bus,3.2,0.17,1.0
2022-10-19 14:50,Bus,1.4,0.08,1.0
2022-12-16 20:13,Bus,4.0,0.14,1.0
2022-03-19 21:26,Bus,1.7,0.07,1.0
2022-07-29 22:43,Bus,4.2,0.19,1.0
2022-04-30 19:39,Bus,4.1,0.25,1.0
2022-03-02 08:01,Bus,16.6,0.71,1.0
2022-01-13 21:40,Bus,1.8,0.08,1.0
2022-07-14 19:56,Bus,7.6,0.34,1.0
2022-05-07 15:41,Bus,1.5,0.07,1.0
2022-01-18 15:45,Bus,4.3,0.21,1.0
2022-08-31 23:36,Bus,1.0,0.04,1.0
2022-02-10 10:13,Bus,4.6,0.21,1.0
2022-02-03 18:09,Bus,6.8,0.25,1.0
2022-08-24 08:45,Bus,6.9,0.27,1.0
2022-04-12 11:38,Bus,2.1,0.07,1.0
2022-04-27 23:35,Bus,13.3,0.59,1.0
2022-04-08 15:21,Bus,1.8,0.07,1.0
2022-01-14 16:04,Bus,9.0,0.39,1.0
2022-08-08 19:44,Bus,2.8,0.08,1.0
2022-01-14 20:32,Bus,7.8,0.43,1.0
2022-02-11 19:21,Bus,8.7,0.37,1.0
2022-02-19 21:05,Bus,3.4,0.1,1.0
2022-03-22 17:20,Bus,2.2,0.09,1.0
2022-04-23 12:32,Bus,4.0,0.18,1.0
2022-02-02 19:19,Bus,2.8,0.12,1.0
2022-01-25 18:12,Bus,2.8,0.1,1.0
2022-09-06 08:38,Bus,2.5,0.14,1.0
2022-04-03 11:51,Bus,4.5,0.17,1.0
2022-05-02 15:24,Bus,2.9,0.11,1.0
2022-03-17 11:04,Bus,0.7,0.03,1.0
2022-01-14 20:47,Bus,3.7,0.15,1.0
2022-08-15 16:55,Bus,8.8,0.37,1.0
2022-08-17 08:46,Bus,6.3,0.23,1.0
2022-11-01 09:27,Bus,4.9,0.23,1.0
2022-02-11 11:54,Bus,4.3,0.21,1.0
2022-05-13 19:52,Bus,2.3,0.08,1.0
2022-11-22 09:16,Bus,6.3,0.26,1.0
2022-12-01 19:23,Bus,2.4,0.08,1.0
2022-09-16 10:18,Bus,3.2,0.11,1.0
2022-08-22 16:02,Bus,3.8,0.18,1.0
2022-01-22 21:34,Bus,0.8,0.03,1.0
2022-07-29 09:27,Bus,2.9,0.11,1.0
2022-01-10 15:37,Bus,2.0,0.06,1.0
2022-04-08 21:42,Bus,1.4,0.07,1.0
2022-04-05 16:26,Bus,7.5,0.3,1.0
2022-08-09 13:06,Bus,4.9,0.26,1.0
2022-06-17 17:32,Bus,4.9,0.17,1.0
2022-01-05 19:12,Bus,2.5,0.08,1.0
2022-05-26 16:23,Bus,2.6,0.09,1.0
2022-05-24 11:23,Bus,3.0,0.08,1.0
2022-07-15 20:43,Bus,4.3,0.22,1.0
2022-05-16 09:29,Bus,4.9,0.22,1.0
2022-08-04 19:20,Bus,5.4,0.19,1.0
2022-02-01 20:43,Bus,3.5,0.21,1.0
2022-10-21 20:16,Bus,2.6,0.09,1.0
2022-11-25 21:40,Bus,4.7,0.16,1.0
2022-01-21 11:42,Bus,6.6,0.28,1.0
2022-03-01 18:05,Bus,4.0,0.15,1.0
2022-10-31 19:22,Bus,8.0,0.27,1.0
2022-12-07 12:36,Bus,4.6,0.21,1.0
2022-12-26 06:45,Bus,6.5,0.34,1.0
2022-08-01 07:24,Bus,5.0,0.16,1.0
2022-01-07 11:07,Bus,8.8,0.32,1.0
2022-01-27 09:20,Bus,3.8,0.17,1.0
2022-08-25 20:42,Bus,3.6,0.11,1.0
2022-07-01 11:16,Bus,6.2,0.22,1.0
2022-02-02 20:57,Bus,7.7,0.25,1.0
2022-11-05 16:09,Bus,6.3,0.29,1.0
2022-12-17 20:09,Bus,6.3,0.25,1.0
2022-04-10 13:04,Bus,0.9,0.05,1.0
2022-05-20 19:40,Bus,9.8,0.32,1.0
2022-08-26 18:54,Bus,2.8,0.1,1.0
2022-08-12 07:11,Bus,8.9,0.39,1.0
2022-01-04 18:45,Bus,2.9,0.11,1.0
2022-05-12 18:18,Bus,0.8,0.03,1.0
2022-04-04 14:20,Bus,3.1,0.13,1.0
2022-09-10 23:14,Bus,20.9,0.82,1.0
2022-10-17 12:17,Bus,3.7,0.12,1.0
2022-03-21 07:17,Bus,7.6,0.42,1.0
2022-11-04 18:37,Bus,2.2,0.07,1.0
2022-05-13 07:05,Bus,3.0,0.12,1.0
2022-12-09 10:04,Bus,3.1,0.12,1.0
2022-11-22 20:43,Bus,1.4,0.05,1.0
2022-11-03 18:58,Bus,5.1,0.19,1.0
2022-05-01 20:27,Bus,2.6,0.08,1.0
2022-12-22 12:21,Bus,3.1,0.13,1.0
2022-11-10 11:11,Bus,4.3,0.17,1.0
2022-06-23 19:29,Bus,4.9,0.19,1.0
2022-02-25 11:35,Bus,4.8,0.18,1.0
2022-06-11 15:35,Bus,5.9,0.25,1.0
2022-02-19 14:02,Bus,2.4,0.07,1.0
2022-01-07 22:43,Bus,7.6,0.47,1.0
2022-01-20 13:46,Bus,2.0,0.11,1.0
2022-04-02 15:44,Bus,5.8,0.2,1.0
2022-01-06 10:18,Bus,4.6,0.2,1.0
2022-08-26 09:36,Bus,9.8,0.33,1.0
2022-04-30 09:20,Bus,1.6,0.06,1.0
2022-04-13 18:12,Bus,11.3,0.37,1.0
2022-12-25 13:06,Bus,5.0,0.2,1.0
2022-09-09 19:14,Bus,1.0,0.04,1.0
2022-07-20 20:08,Bus,3.9,0.14,1.0
2022-02-28 08:45,Bus,7.8,0.61,1.0
2022-09-22 14:27,Bus,5.1,0.22,1.0
2022-04-17 10:08,Bus,2.0,0.08,1.0
2022-07-12 17:19,Bus,2.3,0.08,1.0
2022-03-08 08:03,Bus,5.3,0.22,1.0
2022-01-19 12:06,Bus,4.2,0.12,1.0
2022-07-22 19:38,Bus,6.6,0.37,1.0
2022-10-08 15:44,Bus,4.3,0.17,1.0
2022-06-24 21:39,Bus,6.4,0.27,1.0
2022-08-13 14:50,Bus,15.1,0.74,1.0
2022-12-23 21:15,Bus,3.9,0.2,1.0
2022-09-02 08:26,Bus,3.6,0.2,1.0
2022-06-16 18:27,Bus,5.2,0.18,1.0
2022-10-07 19:34,Bus,2.1,0.09,1.0
2022-02-25 22:30,Bus,2.2,0.06,1.0
2022-12-04 15:34,Bus,4.0,0.17,1.0
2022-09-02 22:14,Bus,3.4,0.14,1.0
2022-03-10 13:12,Bus,7.2,0.33,1.0
2022-06-15 08:40,Bus,3.1,0.12,1.0
2022-02-24 19:01,Bus,4.4,0.2,1.0
2022-04-06 18:07,Bus,4.7,0.25,1.0
2022-07-01 15:44,Bus,3.8,0.13,1.0
2022-08-11 08:41,Bus,3.6,0.2,1.0
2022-09-15 08:21,Bus,4.7,0.29,1.0
2022-08-29 09:58,Bus,2.4,0.07,1.0
2022-09-09 23:56,Bus,3.7,0.17,1.0
2022-03-15 18:02,Bus,2.6,0.1,1.0
2022-04-11 17:50,Bus,0.8,0.03,1.0
2022-01-24 17:52,Bus,3.5,0.15,1.0
2022-10-18 08:37,Bus,1.0,0.06,1.0
2022-03-25 10:56,Bus,4.5,0.17,1.0
2022-07-07 09:04,Bus,1.4,0.07,1.0
2022-06-16 10:59,Bus,5.1,0.19,1.0
2022-04-21 19:59,Bus,11.2,0.38,1.0
2022-01-28 09:40,Bus,3.2,0.09,1.0
2022-02-15 16:08,Bus,4.1,0.15,1.0
2022-12-19 19:20,Bus,6.7,0.23,1.0
2022-05-28 18:01,Bus,4.0,0.16,1.0
2022-07-22 18:01,Bus,0.8,0.04,1.0
2022-05-05 22:27,Bus,7.3,0.24,1.0
2022-02-22 09:14,Bus,1.0,0.04,1.0
2022-12-10 10:08,Bus,2.9,0.12,1.0
2022-02-04 20:26,Bus,6.5,0.37,1.0
2022-05-25 16:41,Bus,2.9,0.08,1.0
2022-05-24 09:01,Bus,6.6,0.24,1.0
2022-03-25 18:00,Bus,3.4,0.17,1.0
2022-04-02 15:13,Bus,4.1,0.14,1.0
2022-04-18 20:15,Bus,3.3,0.17,1.0
2022-10-26 19:00,Bus,4.1,0.17,1.0
2022-09-20 20:26,Bus,7.3,0.34,1.0
2022-04-20 17:37,Bus,1.0,0.03,1.0
2022-11-09 08:38,Bus,3.9,0.19,1.0
2022-11-09 16:15,Bus,9.2,0.41,1.0
2022-09-06 17:05,Bus,7.3,0.29,1.0
2022-09-23 11:27,Bus,2.4,0.08,1.0
2022-05-30 21:22,Bus,2.9,0.1,1.0
2022-04-11 17:42,Bus,6.8,0.23,1.0
2022-05-01 23:47,Bus,4.4,0.19,1.0
2022-06-20 18:50,Bus,8.1,0.28,1.0
2022-06-13 09:55,Bus,3.8,0.14,1.0
2022-05-30 06:57,Bus,1.7,0.1,1.0
2022-06-24 22:56,Bus,2.9,0.09,1.0
2022-05-10 09:05,Bus,7.4,0.34,1.0
2022-05-19 20:18,Bus,9.2,0.37,1.0
2022-08-15 19:43,Bus,5.3,0.22,1.0
2022-09-10 20:49,Bus,4.6,0.18,1.0
2022-08-24 18:28,Bus,7.6,0.24,1.0
2022-07-30 12:14,Bus,4.2,0.21,1.0
2022-09-05 20:53,Bus,3.2,0.11,1.0
2022-12-13 22:21,Bus,7.9,0.36,1.0
2022-10-07 21:05,Bus,2.9,0.13,1.0
2022-01-14 10:54,Bus,7.6,0.27,1.0
2022-02-28 17:00,Bus,1.0,0.04,1.0
2022-09-16 16:51,Bus,1.4,0.06,1.0
2022-02-25 07:31,Bus,1.1,0.04,1.0
2022-04-03 06:20,Bus,4.9,0.17,1.0
2022-03-16 10:47,Bus,2.0,0.08,1.0
2022-12-22 13:27,Bus,5.5,0.2,1.0
2022-03-11 20:44,Bus,1.3,0.05,1.0
2022-11-07 18:00,Bus,5.6,0.28,1.0
2022-01-20 15:51,Bus,2.7,0.12,1.0
2022-01-06 12:40,Bus,0.9,0.04,1.0
2022-04-14 10:17,Bus,7.3,0.23,1.0
2022-01-19 20:38,Bus,5.5,0.16,1.0
2022-10-01 20:37,Bus,1.9,0.11,1.0
2022-12-29 19:22,Bus,7.6,0.31,1.0
2022-12-16 16:24,Bus,6.6,0.27,1.0
2022-09-07 09:59,Bus,7.4,0.23,1.0
2022-05-10 19:56,Bus,5.9,0.22,1.0
2022-01-14 23:28,Bus,9.7,0.36,1.0
2022-05-27 22:39,Bus,3.3,0.11,1.0
2022-01-12 21:10,Bus,2.4,0.09,1.0
2022-03-25 09:40,Bus,9.1,0.36,1.0
2022-03-19 20:33,Bus,5.3,0.17,1.0
2022-08-01 17:33,Bus,4.6,0.18,1.0
2022-03-25 19:05,Bus,3.0,0.12,1.0
2022-10-14 09:18,Bus,13.6,0.59,1.0
2022-10-12 09:58,Bus,6.4,0.33,1.0
2022-05-31 18:37,Bus,4.4,0.2,1.0
2022-10-23 13:57,Bus,4.1,0.16,1.0
2022-02-11 19:56,Bus,9.0,0.36,1.0
2022-07-06 09:38,Bus,0.8,0.03,1.0
2022-01-10 13:47,Bus,9.2,0.34,1.0
2022-09-23 16:11,Bus,2.5,0.09,1.0
2022-12-09 10:13,Bus,10.4,0.35,1.0
2022-05-12 17:53,Bus,2.4,0.09,1.0
2022-02-24 12:54,Bus,2.6,0.09,1.0
2022-11-10 21:18,Bus,2.8,0.12,1.0
2022-12-06 19:23,Bus,4.0,0.19,1.0
2022-12-02 20:47,Bus,9.2,0.34,1.0
2022-10-20 18:10,Bus,7.1,0.41,1.0
2022-01-04 17:18,Bus,3.6,0.16,1.0
2022-12-10 14:08,Bus,3.1,0.11,1.0
2022-01-11 15:01,Bus,7.6,0.4,1.0
2022-10-04 20:12,Bus,4.7,0.26,1.0
2022-01-06 13:05,Bus,2.3,0.12,1.0
2022-10-05 13:49,Bus,3.0,0.13,1.0
2022-01-14 21:31,Bus,4.3,0.14,1.0
2022-05-09 09:58,Bus,2.5,0.11,1.0
2022-10-22 14:05,Bus,3.8,0.16,1.0
2022-01-05 15:29,Bus,1.9,0.08,1.0
2022-09-03 10:27,Bus,3.8,0.21,1.0
2022-11-26 23:58,Bus,1.5,0.08,1.0
2022-08-12 21:36,Bus,5.9,0.41,1.0
2022-02-11 18:37,Bus,12.1,0.51,1.0
2022-02-14 08:38,Bus,2.6,0.13,1.0
2022-02-23 13:00,Bus,5.5,0.27,1.0
2022-05-24 15:29,Bus,3.4,0.12,1.0
2022-04-05 18:49,Bus,5.7,0.21,1.0
